2026-03-07 15:30:48 | DatabaseService | INFO | Converted DATABASE_URL: postgresql+asyncpg://user:password@127.0.0.1:5433/liveos to use asyncpg driver
2026-03-07 15:30:48 | DatabaseService | INFO | Async database engine created successfully
2026-03-07 15:30:48 | DatabaseService | INFO | Async session maker created successfully
2026-03-07 15:30:48 | DatabaseService | INFO | Declarative base for ORM models created successfully
2026-03-07 15:30:49 | DatabaseService | INFO | Creating new database session
2026-03-07 15:34:56 | DatabaseService | INFO | Closing database session
2026-03-07 15:34:56 | DatabaseService | INFO | Creating new database session
2026-03-07 15:37:22 | DatabaseService | INFO | Closing database session
2026-03-07 15:37:23 | DatabaseService | INFO | Creating new database session
2026-03-07 15:40:35 | DatabaseService | INFO | Closing database session
2026-03-07 15:40:35 | DatabaseService | INFO | Creating new database session
2026-03-07 15:45:17 | DatabaseService | INFO | Closing database session
2026-03-07 15:45:17 | DatabaseService | INFO | Creating new database session
2026-03-07 15:45:40 | DatabaseService | INFO | Closing database session
2026-03-07 15:45:40 | DatabaseService | INFO | Creating new database session
2026-03-07 15:50:03 | DatabaseService | INFO | Closing database session
2026-03-07 15:50:03 | DatabaseService | INFO | Creating new database session
2026-03-07 15:51:20 | DatabaseService | INFO | Closing database session
2026-03-07 15:51:20 | DatabaseService | INFO | Creating new database session
2026-03-07 15:54:00 | DatabaseService | INFO | Closing database session
2026-03-07 15:54:00 | DatabaseService | INFO | Creating new database session
2026-03-07 15:55:36 | DatabaseService | INFO | Closing database session
2026-03-07 15:55:36 | DatabaseService | INFO | Creating new database session
2026-03-07 15:58:34 | DatabaseService | INFO | Closing database session
2026-03-07 15:58:34 | DatabaseService | INFO | Creating new database session
2026-03-07 16:01:35 | DatabaseService | INFO | Closing database session
2026-03-07 16:01:35 | DatabaseService | INFO | Creating new database session
2026-03-07 16:04:38 | DatabaseService | INFO | Closing database session
2026-03-07 16:04:38 | DatabaseService | INFO | Creating new database session
2026-03-07 16:06:27 | DatabaseService | INFO | Closing database session
2026-03-07 16:06:27 | DatabaseService | INFO | Creating new database session
2026-03-07 16:07:47 | DatabaseService | INFO | Closing database session
2026-03-07 16:07:47 | DatabaseService | INFO | Creating new database session
2026-03-07 16:09:53 | DatabaseService | INFO | Closing database session
2026-03-07 16:09:53 | DatabaseService | INFO | Creating new database session
2026-03-07 16:11:33 | DatabaseService | INFO | Closing database session
2026-03-07 16:11:33 | DatabaseService | INFO | Creating new database session
2026-03-07 16:15:58 | DatabaseService | INFO | Closing database session
2026-03-07 16:15:58 | DatabaseService | INFO | Creating new database session
2026-03-07 16:19:10 | DatabaseService | INFO | Closing database session
2026-03-07 16:19:10 | DatabaseService | INFO | Creating new database session
2026-03-07 16:22:56 | DatabaseService | INFO | Closing database session
2026-03-07 16:22:57 | DatabaseService | INFO | Creating new database session
2026-03-07 16:25:07 | DatabaseService | INFO | Closing database session
2026-03-07 16:25:07 | DatabaseService | INFO | Creating new database session
2026-03-07 16:27:20 | DatabaseService | INFO | Closing database session
2026-03-07 16:27:21 | DatabaseService | INFO | Creating new database session
2026-03-07 16:28:36 | DatabaseService | INFO | Closing database session
2026-03-07 16:28:36 | DatabaseService | INFO | Creating new database session
2026-03-07 16:32:09 | DatabaseService | INFO | Closing database session
2026-03-07 16:32:09 | DatabaseService | INFO | Creating new database session
2026-03-07 16:35:07 | DatabaseService | INFO | Closing database session
2026-03-07 16:35:08 | DatabaseService | INFO | Creating new database session
2026-03-07 16:38:34 | DatabaseService | INFO | Closing database session
2026-03-07 16:38:34 | DatabaseService | INFO | Creating new database session
2026-03-07 16:42:57 | DatabaseService | INFO | Closing database session
2026-03-07 16:42:57 | DatabaseService | INFO | Creating new database session
2026-03-07 16:45:54 | DatabaseService | INFO | Closing database session
2026-03-07 16:45:54 | DatabaseService | INFO | Creating new database session
2026-03-07 16:48:29 | DatabaseService | INFO | Closing database session
2026-03-07 16:48:29 | DatabaseService | INFO | Creating new database session
2026-03-07 16:50:40 | DatabaseService | INFO | Closing database session
2026-03-07 16:50:40 | DatabaseService | INFO | Creating new database session
2026-03-07 16:53:09 | DatabaseService | INFO | Closing database session
2026-03-07 16:53:09 | DatabaseService | INFO | Creating new database session
2026-03-07 16:56:48 | DatabaseService | INFO | Closing database session
2026-03-07 16:56:48 | DatabaseService | INFO | Creating new database session
2026-03-07 17:00:36 | DatabaseService | INFO | Closing database session
2026-03-07 17:00:37 | DatabaseService | INFO | Creating new database session
2026-03-07 17:06:38 | DatabaseService | INFO | Closing database session
2026-03-07 17:06:38 | DatabaseService | INFO | Creating new database session
2026-03-07 17:07:34 | DatabaseService | INFO | Closing database session
2026-03-07 17:07:35 | DatabaseService | INFO | Creating new database session
2026-03-07 17:09:15 | DatabaseService | INFO | Closing database session
2026-03-07 17:09:15 | DatabaseService | INFO | Creating new database session
2026-03-07 17:13:16 | DatabaseService | INFO | Closing database session
2026-03-07 17:13:17 | DatabaseService | INFO | Creating new database session
2026-03-07 17:15:52 | DatabaseService | INFO | Closing database session
2026-03-07 17:15:53 | DatabaseService | INFO | Creating new database session
2026-03-07 17:19:55 | DatabaseService | INFO | Closing database session
2026-03-07 17:19:56 | DatabaseService | INFO | Creating new database session
2026-03-07 17:23:44 | DatabaseService | INFO | Closing database session
2026-03-07 17:23:44 | DatabaseService | INFO | Creating new database session
2026-03-07 17:26:42 | DatabaseService | INFO | Closing database session
2026-03-07 17:26:42 | DatabaseService | INFO | Creating new database session
2026-03-07 17:42:35 | DatabaseService | INFO | Closing database session
2026-03-07 17:42:35 | DatabaseService | INFO | Creating new database session
2026-03-07 17:46:07 | DatabaseService | INFO | Closing database session
2026-03-07 17:46:08 | DatabaseService | INFO | Creating new database session
2026-03-07 18:05:18 | DatabaseService | INFO | Closing database session
2026-03-07 18:05:18 | DatabaseService | INFO | Creating new database session
2026-03-07 18:27:32 | DatabaseService | INFO | Closing database session
2026-03-07 18:27:32 | DatabaseService | INFO | Creating new database session
2026-03-07 18:35:49 | DatabaseService | INFO | Closing database session
2026-03-07 18:35:49 | DatabaseService | INFO | Creating new database session
2026-03-07 18:57:55 | DatabaseService | INFO | Closing database session
2026-03-07 18:57:55 | DatabaseService | INFO | Creating new database session
2026-03-07 19:25:08 | DatabaseService | INFO | Closing database session
2026-03-07 19:25:09 | DatabaseService | INFO | Creating new database session
2026-03-07 19:27:08 | DatabaseService | INFO | Closing database session
2026-03-07 19:27:08 | DatabaseService | INFO | Creating new database session
2026-03-07 19:40:04 | DatabaseService | INFO | Closing database session
2026-03-07 19:40:04 | DatabaseService | INFO | Creating new database session
2026-03-07 19:55:34 | DatabaseService | INFO | Closing database session
2026-03-07 19:55:34 | DatabaseService | INFO | Creating new database session
2026-03-07 20:05:46 | DatabaseService | INFO | Closing database session
2026-03-07 20:05:46 | DatabaseService | INFO | Creating new database session
2026-03-07 20:20:07 | DatabaseService | INFO | Closing database session
2026-03-07 20:20:07 | DatabaseService | INFO | Creating new database session
2026-03-07 20:42:08 | DatabaseService | INFO | Closing database session
2026-03-07 20:42:09 | DatabaseService | INFO | Creating new database session
2026-03-07 20:59:49 | DatabaseService | INFO | Closing database session
2026-03-07 20:59:49 | DatabaseService | INFO | Creating new database session
2026-03-07 21:09:37 | DatabaseService | INFO | Closing database session
2026-03-07 21:09:37 | DatabaseService | INFO | Creating new database session
2026-03-07 21:15:43 | DatabaseService | INFO | Closing database session
2026-03-07 21:15:43 | DatabaseService | INFO | Creating new database session
2026-03-07 21:25:54 | DatabaseService | INFO | Closing database session
2026-03-07 21:25:54 | DatabaseService | INFO | Creating new database session
2026-03-07 21:35:42 | DatabaseService | INFO | Closing database session
2026-03-07 21:35:43 | DatabaseService | INFO | Creating new database session
2026-03-07 21:42:08 | DatabaseService | INFO | Closing database session
2026-03-07 21:42:08 | DatabaseService | INFO | Creating new database session
