2026-05-13 03:15:55 | DatabaseService | INFO | Converted DATABASE_URL: postgresql+asyncpg://user:password@127.0.0.1:5433/liveos to use asyncpg driver
2026-05-13 03:15:55 | DatabaseService | INFO | Async database engine created successfully
2026-05-13 03:15:55 | DatabaseService | INFO | Async session maker created successfully
2026-05-13 03:15:55 | DatabaseService | INFO | Declarative base for ORM models created successfully
2026-05-13 03:16:07 | DatabaseService | INFO | Creating new database session
2026-05-13 03:16:07 | DatabaseService | INFO | Closing database session
2026-05-13 03:16:07 | DatabaseService | INFO | Creating new database session
2026-05-13 03:17:15 | DatabaseService | INFO | Creating new database session
2026-05-13 03:17:15 | DatabaseService | INFO | Creating new database session
2026-05-13 03:17:15 | DatabaseService | INFO | Creating new database session
2026-05-13 03:17:15 | DatabaseService | INFO | Creating new database session
2026-05-13 03:17:15 | DatabaseService | INFO | Creating new database session
2026-05-13 03:17:15 | DatabaseService | INFO | Closing database session
2026-05-13 03:17:15 | DatabaseService | INFO | Closing database session
2026-05-13 03:17:15 | DatabaseService | INFO | Closing database session
2026-05-13 03:17:15 | DatabaseService | INFO | Closing database session
2026-05-13 03:17:15 | DatabaseService | INFO | Closing database session
2026-05-13 03:17:17 | DatabaseService | INFO | Closing database session
2026-05-13 03:17:20 | DatabaseService | INFO | Creating new database session
2026-05-13 03:17:20 | DatabaseService | INFO | Closing database session
2026-05-13 03:17:20 | DatabaseService | INFO | Creating new database session
2026-05-13 03:17:20 | DatabaseService | INFO | Closing database session
2026-05-13 03:17:20 | DatabaseService | INFO | Creating new database session
2026-05-13 03:17:20 | DatabaseService | INFO | Creating new database session
2026-05-13 03:18:30 | DatabaseService | INFO | Creating new database session
2026-05-13 03:18:30 | DatabaseService | INFO | Creating new database session
2026-05-13 03:18:30 | DatabaseService | INFO | Creating new database session
2026-05-13 03:18:30 | DatabaseService | INFO | Creating new database session
2026-05-13 03:18:30 | DatabaseService | INFO | Closing database session
2026-05-13 03:18:30 | DatabaseService | INFO | Closing database session
2026-05-13 03:18:30 | DatabaseService | INFO | Closing database session
2026-05-13 03:18:30 | DatabaseService | INFO | Closing database session
2026-05-13 03:18:30 | DatabaseService | INFO | Closing database session
2026-05-13 03:18:31 | DatabaseService | INFO | Closing database session
2026-05-13 03:18:35 | DatabaseService | INFO | Creating new database session
2026-05-13 03:18:35 | DatabaseService | INFO | Closing database session
2026-05-13 03:18:35 | DatabaseService | INFO | Creating new database session
2026-05-13 03:18:35 | DatabaseService | INFO | Closing database session
2026-05-13 03:18:35 | DatabaseService | INFO | Creating new database session
2026-05-13 03:18:35 | DatabaseService | INFO | Creating new database session
2026-05-13 03:19:44 | DatabaseService | INFO | Creating new database session
2026-05-13 03:19:44 | DatabaseService | INFO | Creating new database session
2026-05-13 03:19:44 | DatabaseService | INFO | Creating new database session
2026-05-13 03:19:44 | DatabaseService | INFO | Creating new database session
2026-05-13 03:19:44 | DatabaseService | INFO | Closing database session
2026-05-13 03:19:44 | DatabaseService | INFO | Closing database session
2026-05-13 03:19:44 | DatabaseService | INFO | Closing database session
2026-05-13 03:19:44 | DatabaseService | INFO | Closing database session
2026-05-13 03:19:44 | DatabaseService | INFO | Closing database session
2026-05-13 03:19:45 | DatabaseService | INFO | Closing database session
2026-05-13 03:19:49 | DatabaseService | INFO | Creating new database session
2026-05-13 03:19:49 | DatabaseService | INFO | Closing database session
2026-05-13 03:19:49 | DatabaseService | INFO | Creating new database session
2026-05-13 03:19:49 | DatabaseService | INFO | Closing database session
2026-05-13 03:19:49 | DatabaseService | INFO | Creating new database session
2026-05-13 03:19:49 | DatabaseService | INFO | Creating new database session
2026-05-13 03:20:55 | DatabaseService | INFO | Creating new database session
2026-05-13 03:20:55 | DatabaseService | INFO | Creating new database session
2026-05-13 03:20:55 | DatabaseService | INFO | Creating new database session
2026-05-13 03:20:55 | DatabaseService | INFO | Creating new database session
2026-05-13 03:20:55 | DatabaseService | INFO | Closing database session
2026-05-13 03:20:55 | DatabaseService | INFO | Closing database session
2026-05-13 03:20:55 | DatabaseService | INFO | Closing database session
2026-05-13 03:20:55 | DatabaseService | INFO | Closing database session
2026-05-13 03:20:55 | DatabaseService | INFO | Closing database session
2026-05-13 03:20:57 | DatabaseService | INFO | Closing database session
2026-05-13 03:21:01 | DatabaseService | INFO | Creating new database session
2026-05-13 03:21:01 | DatabaseService | INFO | Closing database session
2026-05-13 03:21:01 | DatabaseService | INFO | Creating new database session
2026-05-13 03:21:01 | DatabaseService | INFO | Closing database session
2026-05-13 03:21:01 | DatabaseService | INFO | Creating new database session
2026-05-13 03:21:01 | DatabaseService | INFO | Creating new database session
2026-05-13 03:22:10 | DatabaseService | INFO | Creating new database session
2026-05-13 03:22:10 | DatabaseService | INFO | Creating new database session
2026-05-13 03:22:10 | DatabaseService | INFO | Creating new database session
2026-05-13 03:22:10 | DatabaseService | INFO | Creating new database session
2026-05-13 03:22:10 | DatabaseService | INFO | Closing database session
2026-05-13 03:22:10 | DatabaseService | INFO | Closing database session
2026-05-13 03:22:10 | DatabaseService | INFO | Closing database session
2026-05-13 03:22:10 | DatabaseService | INFO | Closing database session
2026-05-13 03:22:10 | DatabaseService | INFO | Closing database session
2026-05-13 03:22:11 | DatabaseService | INFO | Closing database session
2026-05-13 03:22:15 | DatabaseService | INFO | Creating new database session
2026-05-13 03:22:15 | DatabaseService | INFO | Closing database session
2026-05-13 03:22:15 | DatabaseService | INFO | Creating new database session
2026-05-13 03:22:15 | DatabaseService | INFO | Closing database session
2026-05-13 03:22:15 | DatabaseService | INFO | Creating new database session
2026-05-13 03:22:15 | DatabaseService | INFO | Creating new database session
2026-05-13 03:23:27 | DatabaseService | INFO | Creating new database session
2026-05-13 03:23:27 | DatabaseService | INFO | Creating new database session
2026-05-13 03:23:27 | DatabaseService | INFO | Creating new database session
2026-05-13 03:23:27 | DatabaseService | INFO | Creating new database session
2026-05-13 03:23:27 | DatabaseService | INFO | Closing database session
2026-05-13 03:23:27 | DatabaseService | INFO | Closing database session
2026-05-13 03:23:27 | DatabaseService | INFO | Closing database session
2026-05-13 03:23:27 | DatabaseService | INFO | Closing database session
2026-05-13 03:23:27 | DatabaseService | INFO | Closing database session
2026-05-13 03:23:29 | DatabaseService | INFO | Closing database session
2026-05-13 03:23:30 | DatabaseService | INFO | Creating new database session
2026-05-13 03:23:30 | DatabaseService | INFO | Closing database session
2026-05-13 03:23:30 | DatabaseService | INFO | Creating new database session
2026-05-13 03:23:30 | DatabaseService | INFO | Closing database session
2026-05-13 03:23:30 | DatabaseService | INFO | Creating new database session
2026-05-13 03:23:30 | DatabaseService | INFO | Creating new database session
2026-05-13 03:24:43 | DatabaseService | INFO | Creating new database session
