2026-02-25 05:27:11 | DatabaseService | INFO | Converted DATABASE_URL: postgresql+asyncpg://user:password@127.0.0.1:5433/liveos to use asyncpg driver
2026-02-25 05:27:11 | DatabaseService | INFO | Async database engine created successfully
2026-02-25 05:27:11 | DatabaseService | INFO | Async session maker created successfully
2026-02-25 05:27:11 | DatabaseService | INFO | Declarative base for ORM models created successfully
2026-02-25 05:28:01 | DatabaseService | INFO | Creating new database session
2026-02-25 05:31:18 | DatabaseService | INFO | Closing database session
2026-02-25 05:31:19 | DatabaseService | INFO | Creating new database session
2026-02-25 05:34:27 | DatabaseService | INFO | Closing database session
2026-02-25 05:34:28 | DatabaseService | INFO | Creating new database session
2026-02-25 05:36:37 | DatabaseService | INFO | Closing database session
2026-02-25 05:36:38 | DatabaseService | INFO | Creating new database session
2026-02-25 05:40:18 | DatabaseService | INFO | Closing database session
2026-02-25 05:40:26 | DatabaseService | INFO | Converted DATABASE_URL: postgresql+asyncpg://user:password@127.0.0.1:5433/liveos to use asyncpg driver
2026-02-25 05:40:26 | DatabaseService | INFO | Async database engine created successfully
2026-02-25 05:40:26 | DatabaseService | INFO | Async session maker created successfully
2026-02-25 05:40:26 | DatabaseService | INFO | Declarative base for ORM models created successfully
2026-02-25 05:40:32 | DatabaseService | INFO | Converted DATABASE_URL: postgresql+asyncpg://user:password@127.0.0.1:5433/liveos to use asyncpg driver
2026-02-25 05:40:32 | DatabaseService | INFO | Async database engine created successfully
2026-02-25 05:40:32 | DatabaseService | INFO | Async session maker created successfully
2026-02-25 05:40:32 | DatabaseService | INFO | Declarative base for ORM models created successfully
2026-02-25 05:40:32 | DatabaseService | INFO | Creating new database session
2026-02-25 05:41:23 | DatabaseService | INFO | Closing database session
2026-02-25 05:41:23 | DatabaseService | INFO | Creating new database session
2026-02-25 05:44:50 | DatabaseService | INFO | Closing database session
2026-02-25 05:44:56 | DatabaseService | INFO | Converted DATABASE_URL: postgresql+asyncpg://user:password@127.0.0.1:5433/liveos to use asyncpg driver
2026-02-25 05:44:56 | DatabaseService | INFO | Async database engine created successfully
2026-02-25 05:44:56 | DatabaseService | INFO | Async session maker created successfully
2026-02-25 05:44:56 | DatabaseService | INFO | Declarative base for ORM models created successfully
2026-02-25 05:44:56 | DatabaseService | INFO | Creating new database session
2026-02-25 05:45:55 | DatabaseService | INFO | Closing database session
2026-02-25 05:45:55 | DatabaseService | INFO | Creating new database session
2026-02-25 05:48:29 | DatabaseService | INFO | Closing database session
2026-02-25 05:48:35 | DatabaseService | INFO | Converted DATABASE_URL: postgresql+asyncpg://user:password@127.0.0.1:5433/liveos to use asyncpg driver
2026-02-25 05:48:35 | DatabaseService | INFO | Async database engine created successfully
2026-02-25 05:48:35 | DatabaseService | INFO | Async session maker created successfully
2026-02-25 05:48:35 | DatabaseService | INFO | Declarative base for ORM models created successfully
2026-02-25 05:48:35 | DatabaseService | INFO | Creating new database session
2026-02-25 05:50:08 | DatabaseService | INFO | Closing database session
2026-02-25 05:50:14 | DatabaseService | INFO | Converted DATABASE_URL: postgresql+asyncpg://user:password@127.0.0.1:5433/liveos to use asyncpg driver
2026-02-25 05:50:14 | DatabaseService | INFO | Async database engine created successfully
2026-02-25 05:50:14 | DatabaseService | INFO | Async session maker created successfully
2026-02-25 05:50:14 | DatabaseService | INFO | Declarative base for ORM models created successfully
2026-02-25 05:50:14 | DatabaseService | INFO | Creating new database session
2026-02-25 05:52:33 | DatabaseService | INFO | Closing database session
2026-02-25 05:52:33 | DatabaseService | INFO | Creating new database session
2026-02-25 05:55:20 | DatabaseService | INFO | Closing database session
2026-02-25 05:55:27 | DatabaseService | INFO | Converted DATABASE_URL: postgresql+asyncpg://user:password@127.0.0.1:5433/liveos to use asyncpg driver
2026-02-25 05:55:27 | DatabaseService | INFO | Async database engine created successfully
2026-02-25 05:55:27 | DatabaseService | INFO | Async session maker created successfully
2026-02-25 05:55:27 | DatabaseService | INFO | Declarative base for ORM models created successfully
2026-02-25 05:55:27 | DatabaseService | INFO | Creating new database session
2026-02-25 05:58:15 | DatabaseService | INFO | Closing database session
2026-02-25 05:58:15 | DatabaseService | INFO | Creating new database session
2026-02-25 06:01:25 | DatabaseService | INFO | Closing database session
2026-02-25 06:01:25 | DatabaseService | INFO | Creating new database session
2026-02-25 06:04:07 | DatabaseService | INFO | Closing database session
2026-02-25 06:04:08 | DatabaseService | INFO | Creating new database session
2026-02-25 06:06:45 | DatabaseService | INFO | Closing database session
2026-02-25 06:06:46 | DatabaseService | INFO | Creating new database session
2026-02-25 06:08:20 | DatabaseService | INFO | Closing database session
2026-02-25 06:08:21 | DatabaseService | INFO | Creating new database session
2026-02-25 06:12:23 | DatabaseService | INFO | Closing database session
2026-02-25 06:12:24 | DatabaseService | INFO | Creating new database session
2026-02-25 06:18:28 | DatabaseService | INFO | Closing database session
2026-02-25 06:18:28 | DatabaseService | INFO | Creating new database session
2026-02-25 06:22:03 | DatabaseService | INFO | Closing database session
2026-02-25 06:22:03 | DatabaseService | INFO | Creating new database session
2026-02-25 06:24:45 | DatabaseService | INFO | Closing database session
2026-02-25 06:24:46 | DatabaseService | INFO | Creating new database session
2026-02-25 06:28:14 | DatabaseService | INFO | Closing database session
2026-02-25 06:28:14 | DatabaseService | INFO | Creating new database session
2026-02-25 06:30:38 | DatabaseService | INFO | Closing database session
2026-02-25 06:30:38 | DatabaseService | INFO | Creating new database session
2026-02-25 06:35:47 | DatabaseService | INFO | Closing database session
2026-02-25 06:35:47 | DatabaseService | INFO | Creating new database session
2026-02-25 06:38:59 | DatabaseService | INFO | Closing database session
2026-02-25 06:38:59 | DatabaseService | INFO | Creating new database session
2026-02-25 06:42:06 | DatabaseService | INFO | Closing database session
2026-02-25 06:42:06 | DatabaseService | INFO | Creating new database session
2026-02-25 06:46:45 | DatabaseService | INFO | Closing database session
2026-02-25 06:46:45 | DatabaseService | INFO | Creating new database session
2026-02-25 06:49:18 | DatabaseService | INFO | Closing database session
2026-02-25 06:49:18 | DatabaseService | INFO | Creating new database session
2026-02-25 06:52:20 | DatabaseService | INFO | Closing database session
2026-02-25 06:52:20 | DatabaseService | INFO | Creating new database session
2026-02-25 06:54:22 | DatabaseService | INFO | Closing database session
2026-02-25 06:54:22 | DatabaseService | INFO | Creating new database session
2026-02-25 06:55:20 | DatabaseService | INFO | Closing database session
2026-02-25 06:55:20 | DatabaseService | INFO | Creating new database session
2026-02-25 06:56:59 | DatabaseService | INFO | Closing database session
2026-02-25 06:56:59 | DatabaseService | INFO | Creating new database session
2026-02-25 07:00:20 | DatabaseService | INFO | Closing database session
2026-02-25 07:00:20 | DatabaseService | INFO | Creating new database session
2026-02-25 07:07:58 | DatabaseService | INFO | Closing database session
2026-02-25 07:07:58 | DatabaseService | INFO | Creating new database session
2026-02-25 07:15:50 | DatabaseService | INFO | Closing database session
2026-02-25 07:15:51 | DatabaseService | INFO | Creating new database session
2026-02-25 07:17:22 | DatabaseService | INFO | Closing database session
2026-02-25 07:17:22 | DatabaseService | INFO | Creating new database session
2026-02-25 07:20:57 | DatabaseService | INFO | Closing database session
2026-02-25 07:20:58 | DatabaseService | INFO | Creating new database session
2026-02-25 07:21:44 | DatabaseService | INFO | Closing database session
2026-02-25 07:21:44 | DatabaseService | INFO | Creating new database session
2026-02-25 07:26:50 | DatabaseService | INFO | Closing database session
2026-02-25 07:26:50 | DatabaseService | INFO | Creating new database session
2026-02-25 07:29:40 | DatabaseService | INFO | Closing database session
2026-02-25 07:29:40 | DatabaseService | INFO | Creating new database session
2026-02-25 07:31:34 | DatabaseService | INFO | Closing database session
2026-02-25 07:31:34 | DatabaseService | INFO | Creating new database session
2026-02-25 07:34:22 | DatabaseService | INFO | Closing database session
2026-02-25 07:34:22 | DatabaseService | INFO | Creating new database session
2026-02-25 07:34:51 | DatabaseService | INFO | Closing database session
2026-02-25 07:34:52 | DatabaseService | INFO | Creating new database session
2026-02-25 07:37:47 | DatabaseService | INFO | Closing database session
2026-02-25 07:37:47 | DatabaseService | INFO | Creating new database session
2026-02-25 07:41:10 | DatabaseService | INFO | Closing database session
2026-02-25 07:41:10 | DatabaseService | INFO | Creating new database session
2026-02-25 07:43:14 | DatabaseService | INFO | Closing database session
2026-02-25 07:43:14 | DatabaseService | INFO | Creating new database session
2026-02-25 07:45:23 | DatabaseService | INFO | Closing database session
2026-02-25 07:45:23 | DatabaseService | INFO | Creating new database session
2026-02-25 07:52:11 | DatabaseService | INFO | Closing database session
2026-02-25 07:52:12 | DatabaseService | INFO | Creating new database session
2026-02-25 07:52:54 | DatabaseService | INFO | Closing database session
2026-02-25 07:52:54 | DatabaseService | INFO | Creating new database session
2026-02-25 07:55:09 | DatabaseService | INFO | Closing database session
2026-02-25 07:55:09 | DatabaseService | INFO | Creating new database session
2026-02-25 08:02:16 | DatabaseService | INFO | Closing database session
2026-02-25 08:02:16 | DatabaseService | INFO | Creating new database session
2026-02-25 08:04:36 | DatabaseService | INFO | Closing database session
2026-02-25 08:04:36 | DatabaseService | INFO | Creating new database session
2026-02-25 08:07:18 | DatabaseService | INFO | Closing database session
2026-02-25 08:07:18 | DatabaseService | INFO | Creating new database session
2026-02-25 08:11:21 | DatabaseService | INFO | Closing database session
2026-02-25 08:11:22 | DatabaseService | INFO | Creating new database session
2026-02-25 08:13:35 | DatabaseService | INFO | Closing database session
2026-02-25 08:13:36 | DatabaseService | INFO | Creating new database session
2026-02-25 08:16:03 | DatabaseService | INFO | Closing database session
2026-02-25 08:16:03 | DatabaseService | INFO | Creating new database session
2026-02-25 08:16:40 | DatabaseService | INFO | Closing database session
2026-02-25 08:16:41 | DatabaseService | INFO | Creating new database session
2026-02-25 08:19:02 | DatabaseService | INFO | Closing database session
2026-02-25 08:19:02 | DatabaseService | INFO | Creating new database session
2026-02-25 08:20:50 | DatabaseService | INFO | Closing database session
2026-02-25 08:20:51 | DatabaseService | INFO | Creating new database session
2026-02-25 08:21:35 | DatabaseService | INFO | Closing database session
2026-02-25 08:21:36 | DatabaseService | INFO | Creating new database session
2026-02-25 08:25:47 | DatabaseService | INFO | Closing database session
